TRIAL,kobert_train,kobert_test,kobert_y,weight_1,percentile,weight_0,threshold,PCA_dim,iterations,depth,learning_rate,l2_leaf_reg,loss_function,grow_policy,bootstrap_type,early_stopping_rounds,f1_score,precision,recall,accuracy_0,accuracy_1
209,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,30,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
210,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.41,115,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
211,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
212,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
213,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,91,500,6,0.07,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8202247191011236,0.6985645933014354,0.9931972789115646,0.03076923076923077,0.9931972789115646
214,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
215,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,67,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
216,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.54,15,500,10,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.7784431137724551,0.6951871657754011,0.8843537414965986,0.12307692307692308,0.8843537414965986
217,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.42,51,500,6,0.04,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
218,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.4,11,900,6,0.1,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
219,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.44,11,500,6,0.01,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
220,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
221,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
222,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,19,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8202247191011236,0.6985645933014354,0.9931972789115646,0.03076923076923077,0.9931972789115646
223,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,87,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
224,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,43,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8156424581005587,0.6919431279620853,0.9931972789115646,0.0,0.9931972789115646
225,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.58,103,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.3981042654028436,0.65625,0.2857142857142857,0.6615384615384615,0.2857142857142857
226,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,600,6,0.06,2.0,CrossEntropy,Depthwise,Bernoulli,10,0.8069164265129684,0.7,0.9523809523809523,0.07692307692307693,0.9523809523809523
227,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.05,3.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
228,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,9,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
229,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,2.0,0.6,99,500,7,0.06,2.0,Logloss,SymmetricTree,Bernoulli,10,0.5925925925925926,0.75,0.4897959183673469,0.6307692307692307,0.4897959183673469
230,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.47,63,1000,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
231,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
232,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
233,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
234,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,55,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
235,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
236,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.51,123,500,6,0.02,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.764179104477612,0.6808510638297872,0.8707482993197279,0.07692307692307693,0.8707482993197279
237,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.46,23,500,6,0.06,1.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8146067415730337,0.69377990430622,0.9863945578231292,0.015384615384615385,0.9863945578231292
238,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.43,11,500,6,0.08,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
239,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,83,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,30,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
240,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.41,31,800,6,0.1,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
241,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
242,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
243,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
244,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,-1,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
245,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.55,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.6807017543859649,0.7028985507246377,0.6598639455782312,0.36923076923076925,0.6598639455782312
246,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,8,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
247,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,95,500,6,0.03,2.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
248,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.48,59,600,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.807909604519774,0.6908212560386473,0.9727891156462585,0.015384615384615385,0.9727891156462585
249,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.5,119,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8258426966292135,0.7033492822966507,1.0,0.046153846153846156,1.0
250,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.5,0.5,11,500,6,0.06,2.0,Logloss,SymmetricTree,Bernoulli,10,0.7942857142857143,0.6847290640394089,0.9455782312925171,0.015384615384615385,0.9455782312925171
251,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.5,119,700,7,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8112676056338028,0.6923076923076923,0.9795918367346939,0.015384615384615385,0.9795918367346939
252,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.52,119,500,6,0.06,1.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8135593220338984,0.6956521739130435,0.9795918367346939,0.03076923076923077,0.9795918367346939
253,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.5,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
254,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.57,35,500,6,0.09,2.0,CrossEntropy,Depthwise,Bernoulli,10,0.7469135802469136,0.6836158192090396,0.8231292517006803,0.13846153846153847,0.8231292517006803
255,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,10,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
256,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.59,119,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.026845637583892617,1.0,0.013605442176870748,1.0,0.013605442176870748
257,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.5,7,900,6,0.08,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
258,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,127,500,6,0.06,3.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
259,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.53,39,500,6,0.07,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.793002915451895,0.6938775510204082,0.9251700680272109,0.07692307692307693,0.9251700680272109
260,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.45,11,500,6,0.1,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
261,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.4,0.49,79,500,6,0.06,2.0,Logloss,SymmetricTree,Bernoulli,30,0.8068181818181818,0.6926829268292682,0.9659863945578231,0.03076923076923077,0.9659863945578231
262,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,99,500,9,0.04,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8112676056338028,0.6923076923076923,0.9795918367346939,0.015384615384615385,0.9795918367346939
263,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,55,500,6,0.01,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8123249299719888,0.6904761904761905,0.9863945578231292,0.0,0.9863945578231292
264,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.41,3,600,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
265,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.56,75,1000,7,0.06,2.0,CrossEntropy,SymmetricTree,Bayesian,10,0.782608695652174,0.6818181818181818,0.9183673469387755,0.03076923076923077,0.9183673469387755
266,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,1.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
267,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.05,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
268,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.54,47,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.7142857142857143,0.6832298136645962,0.7482993197278912,0.2153846153846154,0.7482993197278912
269,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,27,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8068181818181818,0.6926829268292682,0.9659863945578231,0.03076923076923077,0.9659863945578231
270,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,71,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
271,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.44,111,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
272,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,1.9,0.42,11,500,6,0.06,2.0,Logloss,SymmetricTree,Bernoulli,10,0.8156424581005587,0.6919431279620853,0.9931972789115646,0.0,0.9931972789115646
273,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,115,500,6,0.02,2.0,CrossEntropy,Depthwise,Bernoulli,10,0.8023255813953488,0.700507614213198,0.9387755102040817,0.09230769230769231,0.9387755102040817
274,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,107,500,8,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,50,0.8156424581005587,0.6919431279620853,0.9931972789115646,0.0,0.9931972789115646
275,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,95,800,6,0.08,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
276,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
277,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.4,11,600,6,0.06,1.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
278,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,700,6,0.1,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
